id,server,arrival_s,start_s,finish_s,wait_s
job-0000,0,0.0,0.0,10.014487070371311,0.0
job-0001,1,2.210452074749446,2.210452074749446,12.118656328973326,0.0
job-0002,2,4.4346382006668215,4.4346382006668215,14.85359678685984,0.0
job-0003,3,6.715704612169642,6.715704612169642,15.744359165294638,0.0
job-0004,0,9.892205045006671,10.014487070371311,18.28545190124024,0.12228202536464039
job-0005,1,12.904582854038022,12.904582854038022,24.641725930871445,0.0
job-0006,2,15.049415544851316,15.049415544851316,23.73809002491932,0.0
job-0007,3,17.80359282605369,17.80359282605369,29.2883689942923,0.0
job-0008,0,20.074444050057778,20.074444050057778,32.08500344984576,0.0
job-0009,2,23.199376607402662,23.73809002491932,35.42070086388286,0.5387134175166572
job-0010,1,26.348404787407766,26.348404787407766,35.92210797356118,0.0
job-0011,3,28.62301047296766,29.2883689942923,37.57087156126232,0.665358521324638
job-0012,0,31.300081704648075,32.08500344984576,40.78963788191895,0.784921745197682
job-0013,2,34.342475752057545,35.42070086388286,46.315166313300224,1.0782251118253114
job-0014,1,36.66268688672885,36.66268688672885,45.53874574995051,0.0
job-0015,3,39.52051695999581,39.52051695999581,51.0660834660888,0.0
job-0016,0,42.213497253386066,42.213497253386066,50.98222987759772,0.0
job-0017,1,45.13756848532882,45.53874574995051,54.42857466980485,0.4011772646216869
job-0018,2,47.49667614528416,47.49667614528416,58.67224057852083,0.0
job-0019,0,50.54805999410329,50.98222987759772,62.171747819207454,0.43416988349442676
job-0020,3,52.84929585185422,52.84929585185422,61.58547114455247,0.0
job-0021,1,55.61571160665793,55.61571160665793,64.8523173503087,0.0
job-0022,2,58.69723602930287,58.69723602930287,69.46715903879567,0.0
job-0023,3,61.57402139100401,61.58547114455247,70.52394298090718,0.011449753548461672
job-0024,0,64.37258083152099,64.37258083152099,76.31563714708571,0.0
job-0025,1,66.79881598226112,66.79881598226112,75.29575377751787,0.0
job-0026,2,69.47486358688317,69.47486358688317,80.05244576285014,0.0
job-0027,3,72.18330115981973,72.18330115981973,80.94236578911142,0.0
job-0028,1,74.77496401204428,75.29575377751787,84.38219615654516,0.5207897654735945
