time_s,P_L_mmHg,dP_Ldt_source_mmHg_per_s,dP_Ldt_analytic_mmHg_per_s,derivative_error_mmHg_per_s
0.0,754.2625,-6.656802310269093,-0.4068023102690927,-6.25
0.02004008016032064,754.2541860084523,-6.643768344543084,-0.42289019493252766,-6.220878149610557
0.04008016032064128,754.2455522846636,-6.630484668525384,-0.43870990152783357,-6.1917747669975505
0.06012024048096192,754.2366043037558,-6.616959706129848,-0.45425139790386587,-6.162708308225983
0.08016032064128256,754.2273477401386,-6.60320203428337,-0.4695048283379716,-6.133697205945399
0.1002004008016032,754.2177884639111,-6.589220377486785,-0.4844605197860479,-6.104759857700737
0.12024048096192384,754.2079325371393,-6.575023602282171,-0.4991089880167552,-6.0759146142654155
0.1402805611222445,754.1977862100114,-6.5606207116300945,-0.5134409436259921,-6.047179768004103
0.16032064128256512,754.1873559168749,-6.546020839200327,-0.5274472979278213,-6.018573541272506
0.18036072144288576,754.1766482721558,-6.531233243579683,-0.5411191687181073,-5.990114074861576
0.2004008016032064,754.1656700661638,-6.516267302400641,-0.5544478859072143,-5.961819416493427
0.22044088176352705,754.1544282607869,-6.50113250639446,-0.5674249970181888,-5.933707509376271
0.24048096192384769,754.1429299850755,-6.485838453372589,-0.580042272546944,-5.905796180825645
0.2605210420841683,754.1311825307226,-6.470394842140163,-0.5922917111810422,-5.87810313095912
0.280561122244489,754.1191933474388,-6.454811466345447,-0.6041655448737708,-5.850645921471676
0.3006012024048096,754.1069700382287,-6.4390982082691535,-0.6156562437702902,-5.823441964498864
0.32064128256513025,754.0945203545685,-6.42326503255753,-0.6267565209827308,-5.796508511574799
0.3406813627254509,754.0818521914917,-6.407321979903235,-0.6374593372112126,-5.769862642692022
0.3607214428857715,754.0689735825814,-6.3912791606779695,-0.6477579052078539,-5.743521255470116
0.3807615230460922,754.0558926948756,-6.375146748520941,-0.6576456940809414,-5.71750105444
0.4008016032064128,754.0426178236893,-6.358934973887193,-0.6671164334365289,-5.691818540450663
0.42084168336673344,754.0291573873524,-6.342654117559901,-0.6761641173548423,-5.666490000205059
0.4408817635270541,754.0155199218723,-6.326314504130767,-0.6847830081989643,-5.641531495931803
0.4609218436873747,754.0017140755205,-6.309926495452624,-0.6929676402533889,-5.616958855199234
0.48096192384769537,753.9877486033479,-6.293500484068404,-0.7007128231901323,-5.592787660878272
0.501002004008016,753.9736323616329,-6.277046886620663,-0.708013645360208,-5.569033241260454
0.5210420841683366,753.9593743022654,-6.260576137245803,-0.7148654769083755,-5.545710660337427
0.5410821643286573,753.9449834670696,-6.244098680957212,-0.7212639727091865,-5.522834708248025
0.561122244488978,753.9304689820704,-6.227624967021503,-0.7272050751224703,-5.500419891899033
0.5811623246492986,753.9158400517055,-6.211165442332059,-0.7326850165665075,-5.478480425765552
0.6012024048096192,753.901105952989,-6.194730544784075,-0.737700321907262,-5.457030222876813
0.6212424849699398,753.8862760296282,-6.17833069665531,-0.7422478106621557,-5.436082885993154
0.6412825651302605,753.8713596860978,-6.161976297996752,-0.746324599016989,-5.4156516989797625
0.6613226452905812,753.8563663816764,-6.145677720037361,-0.7499281016547262,-5.395749618382635
0.6813627254509018,753.841305624448,-6.129445298607111,-0.7530560333949883,-5.376389265212123
0.7014028056112224,753.8261869652717,-6.113289327582451,-0.7557064106432125,-5.357582916939238
0.721442885771543,753.811019991726,-6.097220052358405,-0.757877552648559,-5.339342499709845
0.7414829659318637,753.7958143220276,-6.081247663351393,-0.7595680825697686,-5.321679580781624
0.7615230460921844,753.7805795989331,-6.065382289536922,-0.7607769283482929,-5.304605361188629
0.781563126252505,753.7653254836231,-6.049633992026246,-0.761503323388147,-5.288130668638099
0.8016032064128256,753.7500616495761,-6.034012757686062,-0.7617468070420498,-5.272265950644012
0.8216432865731462,753.7347977764338,-6.018528492805274,-0.7615072249035459,-5.257021267901727
0.8416833667334669,753.7195435438623,-6.00319101681288,-0.7607847289049241,-5.242406287907956
0.8617234468937875,753.7043086254147,-5.988010056050919,-0.7595797772208676,-5.228430278830051
0.8817635270541082,753.6891026823955,-5.972995237606465,-0.7578931339779005,-5.215102103628565
0.9018036072144289,753.6739353577344,-5.95815608320656,-0.7557258687698133,-5.202430214436746
0.9218436873747494,753.6588162698711,-5.943502003179951,-0.753079355979374,-5.190422647200577
0.9418837675350701,753.6437550066556,-5.929042290489492,-0.7499552739067559,-5.179087016582736
0.9619238476953907,753.6287611192682,-5.914786114838953,-0.7463556037052343,-5.168430511133718
0.9819639278557114,753.6138441161623,-5.900742516858007,-0.7422826281248287,-5.158459888733178
1.002004008016032,753.599013457035,-5.886920402369067,-0.7377389300646832,-5.149181472304384
1.0220440881763526,753.5842785468275,-5.87332853673961,-0.7327273909351086,-5.140601145804501
1.0420841683366733,753.5696487297615,-5.859975539323572,-0.7272511888303198,-5.132724350493252
1.062124248496994,753.5551332834139,-5.846869877995344,-0.7213137965130311,-5.125556081482313
1.0821643286573146,753.5407414128316,-5.834019863779816,-0.7149189792121846,-5.119100884567631
1.1022044088176353,753.5264822446964,-5.821433645581903,-0.708070792235211,-5.113362853346692
1.122244488977956,753.5123648215352,-5.809119205018871,-0.7007735783963341,-5.108345626622537
1.1422845691382766,753.4983980959877,-5.797084351358752,-0.6930319652625522,-5.1040523860962
1.1623246492985972,753.4845909251267,-5.785336716568053,-0.6848508622190422,-5.100485854349011
1.1823647294589177,753.4709520648432,-5.773883750471911,-0.6762354573558468,-5.097648293116064
1.2024048096192383,753.4574901642933,-5.762732716029738,-0.6671912141778187,-5.09554150185192
1.222444889779559,753.4442137604127,-5.751890684729381,-0.6577238681399111,-5.09416681658947
1.2424849699398797,753.4311312725035,-5.741364532102702,-0.6478394230100082,-5.093525109092694
1.2625250501002003,753.4182509968953,-5.731160933365418,-0.637544147061603,-5.093616786303815
1.282565130260521,753.4055811016832,-5.721286359183981,-0.6268445690987394,-5.0944417900852415
1.3026052104208417,753.3931296215488,-5.711747071572172,-0.6157474743157356,-5.095999597256436
1.3226452905811623,753.3809044526644,-5.702549119920004,-0.6042598999943168,-5.098289219925687
1.342685370741483,753.3689133476862,-5.693698337157478,-0.5923891310408871,-5.101309206116591
1.3627254509018036,753.3571639108369,-5.685200336055596,-0.580142695366765,-5.10505764068883
1.3827655310621243,753.3456635930846,-5.677060505666991,-0.5675283591143203,-5.10953214655267
1.4028056112224447,753.334419687417,-5.669284007908431,-0.5545541217320327,-5.114729886176398
1.4228456913827654,753.3234393242168,-5.6618757742873616,-0.541228210901599,-5.120647563385763
1.442885771543086,753.3127294667397,-5.6548405027745705,-0.5275590773203049,-5.127281425454266
1.4629258517034067,753.3022969066988,-5.648182654824932,-0.5135553893419713,-5.134627265482961
1.4829659318637274,753.2921482599576,-5.641906452548166,-0.49922602747986955,-5.1426804250682965
1.503006012024048,753.2822899623345,-5.636015876031352,-0.4845800787750991,-5.151435797256253
1.5230460921843687,753.2727282655212,-5.630514660814945,-0.4696268310339903,-5.160887829780955
1.5430861723446894,753.2634692331189,-5.625406295523854,-0.454375766938193,-5.1710305285856615
1.56312625250501,753.2545187367923,-5.620694019655123,-0.438836558031184,-5.181857461623939
1.5831663326653307,753.2458824525461,-5.616380821523577,-0.4230190585850057,-5.193361762938571
1.6032064128256511,753.2375658571259,-5.6124694363667675,-0.4069332993511271,-5.20553613701564
1.6232464929859718,753.2295742245451,-5.608962344610412,-0.39058948119938974,-5.218372863411022
1.6432865731462925,753.2219126227401,-5.605861770295419,-0.37399796864907153,-5.231863801646348
1.6633266533066131,753.2145859103563,-5.6031696796674915,-0.35716928329617137,-5.24600039637132
1.6833667334669338,753.2075987336674,-5.6008877799302335,-0.340114097141084,-5.260773682789149
1.7034068136272544,753.2009555236286,-5.599017518162506,-0.32284322582089287,-5.276174292341613
1.723446893787575,753.1946604930671,-5.597560080400767,-0.3053676217505773,-5.292192458650189
1.7434869739478958,753.1887176340101,-5.596516390886929,-0.28769836717747954,-5.30881802370945
1.7635270541082164,753.183130715153,-5.595887111482256,-0.26984666715343963,-5.326040444328816
1.783567134268537,753.1779032794703,-5.59567264124763,-0.25182384242905104,-5.343848798818579
1.8036072144288577,753.1730386419681,-5.59587311619049,-0.23364132227454676,-5.362231793915943
1.8236472945891782,753.1685398875823,-5.596488409178589,-0.21531063723186689,-5.381177771946722
1.8436873747494988,753.1644098692219,-5.597518130020598,-0.1968434118025042,-5.400674718218093
1.8637274549098195,753.1606512059599,-5.598961625713566,-0.17825135707576428,-5.420710268637802
1.8837675350701402,753.1572662813727,-5.600817980857017,-0.1595462633021163,-5.441271717554901
1.9038076152304608,753.1542572420283,-5.603086018233453,-0.1407399924163425,-5.46234602581711
1.9238476953907815,753.1516259961248,-5.605764299554902,-0.12184447051522951,-5.483919829039673
1.9438877755511021,753.1493742122811,-5.608851126375006,-0.10287168029457044,-5.505979446080436
1.9639278557114228,753.1475033184779,-5.612344541166106,-0.08383365345027394,-5.528510887715832
1.9839679358717435,753.1460145011522,-5.6162423285606184,-0.06474246304840214,-5.551499865512216
2.004008016032064,753.1449087044455,-5.620542016755916,-0.045610215868969295,-5.574931800886947
2.024048096192385,753.1441866296047,-5.625240879081848,-0.026449044728362736,-5.598791834353485
2.0440881763527052,753.1438487345375,-5.630335935729853,-0.007271100785256057,-5.623064834944597
2.064128256513026,753.1438952335219,-5.635823955642643,0.01191145416511774,-5.64773540980776
2.0841683366733466,753.1443260970701,-5.641701458563174,0.031086455403428692,-5.672787913966603
2.1042084168336674,753.1451410519479,-5.647964717241682,0.05024174300057499,-5.698206460242257
2.124248496993988,753.1463395813471,-5.654609759799342,0.06936516952896382,-5.723974929328306
2.1442885771543083,753.147920925214,-5.661632372247042,0.0884446077658706,-5.750076980012913
2.164328657314629,753.1498840807311,-5.669028101157718,0.10746795838397866,-5.776496059541697
2.1843687374749496,753.1522278029527,-5.676792256490515,0.12642315762423373,-5.8032154141147485
2.2044088176352705,753.1549506055951,-5.6849199145650005,0.14529818494614083,-5.830218099511141
2.224448897795591,753.1580507619783,-5.693405921183542,0.16408107065065236,-5.857486991834195
2.244488977955912,753.1615263061216,-5.702244894899874,0.18275990347082025,-5.8850047983706935
2.2645290581162323,753.1653750339904,-5.711431230431764,0.20132283812538426,-5.912754068557148
