time_s,P_L_mmHg,dP_Ldt_source_mmHg_per_s,dP_Ldt_analytic_mmHg_per_s,derivative_error_mmHg_per_s
0.43,754.0229465120157,-6.335193580932403,-0.6801564889073177,-5.655037092025085
0.435,754.0195403642174,-6.331115662084673,-0.6822981480881718,-5.648817513996502
0.44,754.0161235754281,-6.327034540929809,-0.6844128713090545,-5.6426216696207545
0.445,754.0126962805367,-6.322950378583469,-0.6865005750843224,-5.636449803499147
0.45,754.0092586148471,-6.318863336281376,-0.6885611769950132,-5.630302159286363
0.455,754.0058107140721,-6.314773575372946,-0.6905945956920998,-5.624178979680846
0.46,754.0023527143293,-6.31068125731492,-0.6926007508997016,-5.618080506415218
0.465,753.9988847521345,-6.306586543664992,-0.6945795634182538,-5.612006980246739
0.47000000000000003,753.9954069643966,-6.302489596075431,-0.6965309551276341,-5.605958640947797
0.47500000000000003,753.9919194884129,-6.298390576286696,-0.6984548489902467,-5.599935727296449
0.48,753.988422461863,-6.2942896461210545,-0.7003511690540634,-5.593938477066991
0.485,753.9849160228035,-6.29018696747619,-0.7022198404556228,-5.587967127020567
0.49,753.9814003096626,-6.286082702318816,-0.7040607894229844,-5.582021912895831
0.495,753.9778754612346,-6.281977012678278,-0.7058739432786426,-5.576103069399636
0.5,753.9743416166743,-6.277870060640155,-0.7076592304423946,-5.570210830197761
0.505,753.9707989154922,-6.273762008339868,-0.7094165804341672,-5.5643454279057005
0.51,753.9672474975476,-6.269653017956269,-0.7111459238767983,-5.558507094079471
0.515,753.9636875030449,-6.2655432517052505,-0.7128471924987769,-5.552696059206474
0.52,753.960119072526,-6.261432871833327,-0.7145203191369369,-5.546912552696391
0.525,753.9565423468669,-6.257322040611245,-0.7161652377391106,-5.541156802872135
0.53,753.9529574672703,-6.253210920327565,-0.7177818833667339,-5.535429036960831
0.535,753.9493645752613,-6.24909967328226,-0.7193701921974122,-5.529729481084848
0.54,753.945763812681,-6.244988461780311,-0.7209301015274383,-5.524058360252873
0.545,753.9421553216813,-6.240877448125288,-0.722461549774269,-5.518415898351019
0.55,753.9385392447191,-6.236766794612959,-0.7239644764789559,-5.512802318134003
0.555,753.9349157245513,-6.2326566635248675,-0.7254388223085315,-5.507217841216336
0.56,753.9312849042279,-6.228547217121938,-0.726884529058353,-5.501662688063585
0.5650000000000001,753.9276469270877,-6.224438617638059,-0.7283015396543988,-5.4961370779836605
0.5700000000000001,753.9240019367517,-6.220331027273689,-0.7296897981555224,-5.490641229118166
0.5750000000000001,753.9203500771177,-6.2162246081894486,-0.7310492497556604,-5.485175358433788
0.58,753.9166914923551,-6.212119522499711,-0.7323798407859968,-5.479739681713714
0.585,753.9130263268984,-6.208015932266219,-0.7336815187170813,-5.474334413549138
0.59,753.9093547254422,-6.20391399949167,-0.7349542321609028,-5.468959767330767
0.595,753.9056768329348,-6.199813886113331,-0.736197930872919,-5.463615955240412
0.6,753.9019927945732,-6.195715753996643,-0.7374125657540387,-5.4583031882426045
0.605,753.898302755797,-6.191619764928827,-0.7385980888525615,-5.453021676076266
0.61,753.8946068622823,-6.187526080612504,-0.73975445336607,-5.447771627246434
0.615,753.890905259937,-6.183434862659306,-0.7408816136432776,-5.442553249016028
0.62,753.8871980948938,-6.179346272583493,-0.7419795251858312,-5.437366747397662
0.625,753.8834855135054,-6.175260471795589,-0.7430481446500667,-5.432212327145522
0.63,753.8797676623378,-6.171177621595994,-0.7440874298487221,-5.427090191747272
0.635,753.8760446881657,-6.167097883168632,-0.745097339752601,-5.422000543416031
0.64,753.8723167379657,-6.1630214175745675,-0.7460778344921937,-5.416943583082373
0.645,753.8685839589107,-6.158948385745671,-0.7470288753592503,-5.41191951038642
0.65,753.8648464983645,-6.154878948478249,-0.7479504248083098,-5.406928523669939
0.655,753.8611045038757,-6.1508132664267,-0.7488424464581811,-5.401970819968518
0.66,753.8573581231717,-6.146751500097174,-0.7497049050933806,-5.397046595003793
0.665,753.8536075041533,-6.142693809841239,-0.7505377666655215,-5.392156043175717
0.67,753.8498527948884,-6.138640355849538,-0.751340998294658,-5.38729935755488
0.675,753.8460941436065,-6.13459129814548,-0.7521145682705839,-5.382476729874896
0.68,753.8423316986928,-6.130546796578913,-0.7528584460540841,-5.377688350524829
0.685,753.838565608682,-6.12650701081982,-0.7535726022781404,-5.3729344085416795
0.6900000000000001,753.8347960222529,-6.12247210035201,-0.7542570087490905,-5.36821509160292
0.6950000000000001,753.8310230882225,-6.118442224466823,-0.7549116384477417,-5.363530586019081
0.7000000000000001,753.8272469555395,-6.1144175422568425,-0.7555364655304367,-5.358881076726406
0.705,753.8234677732793,-6.110398212609617,-0.7561314653300748,-5.354266747279542
0.71,753.8196856906376,-6.106384394201381,-0.7566966143570846,-5.349687779844297
0.715,753.8159008569243,-6.102376245490799,-0.7572318903003528,-5.345144355190446
0.72,753.8121134215583,-6.098373924712703,-0.7577372720281037,-5.3406366526846
0.725,753.8083235340611,-6.094377589871848,-0.7582127395887338,-5.336164850283114
0.73,753.8045313440507,-6.090387398736676,-0.7586582742115999,-5.331729124525077
0.735,753.8007370012366,-6.086403508833086,-0.7590738583077596,-5.327329650525326
0.74,753.7969406554126,-6.082426077438213,-0.7594594754706662,-5.322966601967547
0.745,753.7931424564522,-6.078455261574224,-0.7598151104768154,-5.318640151097409
0.75,753.7893425543016,-6.074491218002113,-0.7601407492863481,-5.314350468715765
0.755,753.7855410989745,-6.07053410321552,-0.7604363790436025,-5.310097724171918
0.76,753.7817382405458,-6.066584073434544,-0.7607019880776235,-5.305882085356921
0.765,753.7779341291457,-6.062641284599582,-0.7609375659026217,-5.30170371869696
0.77,753.7741289149543,-6.058705892365173,-0.7611431032183894,-5.297562789146784
0.775,753.7703227481946,-6.054778052093844,-0.7613185919106658,-5.293459460183178
0.78,753.7665157791279,-6.050857918849993,-0.7614640250514585,-5.289393893798534
0.785,753.7627081580464,-6.046945647393751,-0.7615793968993169,-5.285366250494434
0.79,753.7589000352687,-6.0430413921748825,-0.761664702899558,-5.281376689275325
0.795,753.7550915611328,-6.039145307326679,-0.761719939684448,-5.277425367642231
0.8,753.7512828859909,-6.03525754665989,-0.7617451050733327,-5.273512441586558
0.805,753.7474741602027,-6.031378263656631,-0.7617401980727263,-5.269638065583905
0.81,753.7436655341305,-6.0275076114643396,-0.7617052188763482,-5.265802392587991
0.8150000000000001,753.739857158132,-6.0236457428897205,-0.7616401688651178,-5.262005574024602
0.8200000000000001,753.7360491825557,-6.019792810392716,-0.7615450506070972,-5.258247759785619
0.8250000000000001,753.7322417577336,-6.015948966080494,-0.7614198678573922,-5.254529098223101
0.8300000000000001,753.7284350339764,-6.012114361701425,-0.7612646255580031,-5.250849736143421
0.835,753.7246291615671,-6.008289148639113,-0.7610793298376294,-5.247209818801483
0.84,753.720824290755,-6.004473477906406,-0.7608639880114281,-5.243609489894978
0.845,753.7170205717498,-6.000667500139433,-0.7606186085807247,-5.2400488915587085
0.85,753.7132181547158,-5.996871365591668,-0.7603432012326786,-5.236528164358989
0.855,753.7094171897659,-5.993085224127985,-0.7600377768398988,-5.233047447288087
0.86,753.7056178269557,-5.989309225218754,-0.7597023474600163,-5.229606877758738
0.865,753.7018202162776,-5.985543517933931,-0.7593369263352073,-5.226206591598724
0.87,753.6980245076546,-5.981788250937178,-0.758941527891671,-5.222846723045507
0.875,753.6942308509349,-5.978043572479988,-0.758516167739059,-5.219527404740929
0.88,753.6904393958855,-5.974309630395844,-0.7580608626698604,-5.2162487677259834
0.885,753.6866502921865,-5.970586572094371,-0.7575756306587379,-5.213010941435633
0.89,753.6828636894253,-5.9668745445555205,-0.7570604908618186,-5.209814053693702
0.895,753.6790797370903,-5.9631736943237685,-0.7565154636159375,-5.206658230707831
0.9,753.6752985845657,-5.959484167502334,-0.755940570437835,-5.203543597064499
0.905,753.6715203811248,-5.9558061097474,-0.7553358340233074,-5.2004702757240935
0.91,753.6677452759246,-5.95213966626238,-0.7547012782463102,-5.19743838801607
0.915,753.6639734179996,-5.948484981792165,-0.7540369281580166,-5.194448053634148
0.92,753.6602049562565,-5.944842200617429,-0.753342809985828,-5.191499390631601
0.925,753.6564400394676,-5.941211466548922,-0.7526189511323387,-5.188592515416584
0.93,753.6526788162654,-5.937592922921792,-0.7518653801742541,-5.1857275427475376
0.935,753.6489214351366,-5.933986712589933,-0.751082126861262,-5.182904585728671
0.9400000000000001,753.645168044416,-5.930392977920339,-0.7502692221148594,-5.18012375580548
0.9450000000000001,753.641418792281,-5.926811860787489,-0.7494266980271305,-5.177385162760359
0.9500000000000001,753.6376738267458,-5.923243502567741,-0.7485545878594801,-5.174688914708261
0.9550000000000001,753.6339332956552,-5.919688044133753,-0.7476529260413217,-5.172035118092432
0.96,753.630197346679,-5.916145625848922,-0.7467217481687158,-5.169423877680206
0.965,753.6264661273058,-5.912616387561845,-0.7457610910029672,-5.166855296558878
0.97,753.6227397848379,-5.909100468600791,-0.744770992469172,-5.164329476131619
0.975,753.6190184663849,-5.905598007768208,-0.7437514916547212,-5.161846516113487
0.98,753.6153023188582,-5.9021091433352355,-0.7427026288077573,-5.159406514527478
0.985,753.6115914889646,-5.898634013036259,-0.7416244453355856,-5.157009567700673
0.99,753.6078861232016,-5.895172754063456,-0.7405169838030394,-5.154655770260416
0.995,753.6041863678506,-5.891725503061391,-0.7393802879307991,-5.152345215130592
1.0,753.6004923689715,-5.888292396121619,-0.7382144025936673,-5.150077993527952
1.0050000000000001,753.5968042723971,-5.884873568777308,-0.7370193738187962,-5.147854194958511
1.01,753.593122223727,-5.881469155997897,-0.7357952487838711,-5.145673907214026
1.0150000000000001,753.5894463683226,-5.878079292183758,-0.7345420758152474,-5.14353721636851
1.02,753.5857768512998,-5.874704111160898,-0.7332599043860434,-5.141444206774854
1.025,753.5821138175252,-5.87134374617567,-0.731948785114187,-5.139394961061483
1.03,753.5784574116088,-5.86799832988952,-0.7306087697604166,-5.137389560129104
1.035,753.5748077778995,-5.864667994373739,-0.7292399112262389,-5.1354280831475
1.04,753.5711650604786,-5.861352871104258,-0.7278422635518395,-5.133510607552418
1.045,753.567529403154,-5.858053090956456,-0.7264158819139502,-5.1316372090425055
1.05,753.5639009494556,-5.8547687841999885,-0.7249608226236705,-5.129807961576318
1.055,753.5602798426282,-5.8515000804936514,-0.7234771431242436,-5.1280229373694075
1.06,753.556666225627,-5.848247108880257,-0.72196490198879,-5.126282206891466
1.065,753.5530602411117,-5.845009997781541,-0.7204241589179949,-5.124585838863546
1.07,753.5494620314398,-5.841788874993098,-0.7188549747377503,-5.122933900255347
1.075,753.545871738663,-5.838583867679322,-0.7172574113967547,-5.121326456282567
1.08,753.5422895045194,-5.835395102368406,-0.7156315319640674,-5.119763570404339
1.085,753.5387154704298,-5.8322227049473305,-0.713977400626618,-5.118245304320713
1.09,753.5351497774909,-5.829066800656903,-0.7122950826866729,-5.11677171797023
1.095,753.53159256647,-5.825927514086807,-0.7105846445592574,-5.11534286952755
1.1,753.5280439777997,-5.822804969170688,-0.7088461537695334,-5.113958815401155
1.105,753.5245041515725,-5.819699289181264,-0.707079678950134,-5.11261961023113
1.11,753.5209732275342,-5.8166105967254484,-0.7052852898384534,-5.111325306886995
1.115,753.5174513450798,-5.813539013739519,-0.7034630572738941,-5.110075956465625
1.12,753.5139386432473,-5.810484661484303,-0.7016130531950708,-5.108871608289232
1.125,753.510435260712,-5.807447660540384,-0.6997353506369698,-5.107712309903414
1.1300000000000001,753.5069413357816,-5.8044281308033465,-0.6978300237280654,-5.106598107075281
1.135,753.50345700639,-5.801426191479044,-0.6958971476873944,-5.10552904379165
1.1400000000000001,753.4999824100929,-5.798441961078889,-0.6939367988215855,-5.104505162257303
1.145,753.4965176840609,-5.795475557415178,-0.6919490545218481,-5.103526502893329
1.1500000000000001,753.493062965076,-5.792527097596434,-0.6899339932609158,-5.102593104335518
1.155,753.4896183895243,-5.789596698022791,-0.6878916945899488,-5.101705003432842
1.16,753.4861840933914,-5.786684474381397,-0.6858222391353941,-5.100862235246003
1.165,753.482760212258,-5.783790541641841,-0.6837257085958013,-5.10006483304604
1.17,753.4793468812927,-5.780915014051626,-0.6816021857385985,-5.099312828313027
1.175,753.4759442352481,-5.7780580051316415,-0.6794517543968235,-5.098606250734818
1.18,753.4725524084548,-5.7752196276716985,-0.6772744994658156,-5.0979451282058825
1.185,753.4691715348163,-5.7723999937260695,-0.6750705068998627,-5.097329486826207
1.19,753.4658017478037,-5.769599214609061,-0.6728398637088091,-5.096759350900252
1.195,753.4624431804501,-5.766817400890628,-0.67058265795462,-5.096234742936008
1.2,753.4590959653466,-5.7640546623920015,-0.6682989787479047,-5.0957556836440965
1.205,753.4557602346349,-5.761311108181355,-0.6659889162443993,-5.095322191936956
1.21,753.4524361200043,-5.7585868465695045,-0.6636525616414071,-5.094934284928097
1.215,753.449123752685,-5.755881985105618,-0.6612900071741981,-5.09459197793142
1.22,753.4458232634436,-5.753196630572987,-0.6589013461123685,-5.094295284460618
1.225,753.4425347825777,-5.750530888984801,-0.6564866727561575,-5.094044216228643
1.23,753.4392584399111,-5.747884865579961,-0.6540460824327257,-5.093838783147235
1.235,753.4359943647879,-5.74525866481893,-0.6515796714923902,-5.09367899332654
1.24,753.4327426860683,-5.742652390379609,-0.6490875373048225,-5.093564853074787
1.245,753.4295035321229,-5.740066145153238,-0.6465697782552033,-5.0934963668980355
1.25,753.4262770308281,-5.7375000312403435,-0.6440264937403395,-5.093473537500004
1.2550000000000001,753.4230633095607,-5.734954149946694,-0.6414577841647384,-5.093496365781956
1.26,753.4198624951927,-5.732428601779319,-0.6388637509366467,-5.0935648508426725
1.2650000000000001,753.4166747140869,-5.729923486442523,-0.6362444964640437,-5.093678989978479
1.27,753.4135000920911,-5.727438902833961,-0.6336001241506015,-5.093838778683359
1.2750000000000001,753.4103387545345,-5.72497494904073,-0.6309307383916007,-5.0940442106491295
1.28,753.4071908262208,-5.722531722335497,-0.6282364445698103,-5.094295277765687
1.285,753.404056431425,-5.720109319172661,-0.6255173490513265,-5.094591970121334
1.29,753.4009356938875,-5.71770783518454,-0.6227735591813737,-5.094934276003166
1.295,753.39782873681,-5.7153273651776,-0.6200051832800677,-5.095322181897533
1.3,753.3947356828493,-5.712968003128713,-0.6172123306381379,-5.095755672490576
1.305,753.3916566541144,-5.7106298421814445,-0.6143951115126138,-5.096234730668831
1.31,753.3885917721598,-5.708312974642373,-0.6115536371224718,-5.096759337519901
1.315,753.3855411579817,-5.706017491977457,-0.6086880196442445,-5.097329472333213
1.32,753.3825049320133,-5.70374348480841,-0.6057983722075918,-5.097945112600818
1.325,753.3794832141194,-5.701491042909133,-0.602884808890836,-5.098606234018297
1.33,753.3764761235925,-5.699260255202168,-0.5999474447164563,-5.099312810485712
1.335,753.3734837791471,-5.697051209755182,-0.59698639564655,-5.100064814108633
1.34,753.3705062989161,-5.694863993777502,-0.594001778578252,-5.10086221519925
1.345,753.3675438004451,-5.692698693616658,-0.590993711339123,-5.1017049822775355
1.35,753.3645964006885,-5.690555394754988,-0.5879623126824947,-5.102593082072493
1.355,753.3616642160046,-5.68843418180625,-0.5849077022827842,-5.103526479523466
1.36,753.3587473621509,-5.686335138512293,-0.5818300007307675,-5.104505137781525
1.365,753.3558459542801,-5.684258347739742,-0.5787293295288207,-5.105529018210921
1.37,753.3529601069345,-5.682203891476734,-0.5756058110861213,-5.106598080390612
1.375,753.3500899340424,-5.680171850829675,-0.572459568713817,-5.107712282115858
1.3800000000000001,753.3472355489135,-5.678162306020044,-0.5692907266201576,-5.108871579399887
1.385,753.3443970642339,-5.676175336381221,-0.5660994099055905,-5.110075926475631
1.3900000000000001,753.3415745920622,-5.674211020355359,-0.562885744557823,-5.111325275797536
1.395,753.3387682438247,-5.672269435490281,-0.5596498574468481,-5.112619578043433
1.4000000000000001,753.3359781303112,-5.670350658436426,-0.5563918763199353,-5.113958782116491
1.405,753.3332043616706,-5.66845476494382,-0.5531119297965887,-5.115342835147231
1.41,753.3304470474064,-5.6665818298590835,-0.5498101473634682,-5.1167716824956155
1.415,753.327706296373,-5.664731927122482,-0.5464866593692779,-5.1182452677532035
1.42,753.3249822167701,-5.662905129764998,-0.5431415970196202,-5.119763532745378
1.425,753.3222749161399,-5.661101509905457,-0.539775092371816,-5.121326417533641
1.43,753.3195845013621,-5.659321138747676,-0.5363872783296917,-5.122933860417984
1.435,753.3169110786495,-5.657564086577654,-0.5329782886383313,-5.124585797939323
1.44,753.3142547535441,-5.655830422760793,-0.5295482578787983,-5.126282164881995
1.445,753.3116156309135,-5.654120215739168,-0.5260973214628196,-5.128022894276348
1.45,753.3089938149452,-5.652433533028814,-0.5226256156274439,-5.12980791740137
1.455,753.3063894091445,-5.650770441217073,-0.5191332774296586,-5.131637163787414
1.46,753.3038025163286,-5.649131005959954,-0.5156204447409829,-5.133510561218971
1.465,753.3012332386235,-5.647515291979548,-0.5120872562420228,-5.135428035737526
1.47,753.2986816774601,-5.64592336306147,-0.5085338514169968,-5.137389511644473
1.475,753.2961479335694,-5.6443552820523415,-0.5049603705482293,-5.139394911504112
1.48,753.2936321069795,-5.64281111085731,-0.5013669547106125,-5.141444156146697
1.485,753.2911342970109,-5.641290910437604,-0.49775374576603654,-5.143537164671567
1.49,753.2886546022727,-5.639794740808126,-0.4941208863577904,-5.145673854450336
1.495,753.286193120659,-5.6383226610350885,-0.4904685199049283,-5.147854141130161
1.5,753.2837499493452,-5.636874729233672,-0.4867967905966105,-5.150077938637062
1.5050000000000001,753.281325184783,-5.635451002565741,-0.4831058433864084,-5.152345159179333
1.51,753.2789189226982,-5.634051537237578,-0.4793958239865843,-5.154655713250994
1.5150000000000001,753.276531258086,-5.632676388497677,-0.4756668788623366,-5.1570095096353405
1.52,753.2741622852071,-5.631325610634547,-0.4719191552260198,-5.1594064554085275
1.5250000000000001,753.2718120975848,-5.629999256974578,-0.4681528010313313,-5.161846455943247
1.53,753.2694807880001,-5.6286973798799425,-0.46436796496747135,-5.164329414912471
1.5350000000000001,753.2671684484892,-5.62742003074651,-0.460564796453272,-5.166855234293238
1.54,753.2648751703393,-5.626167260001831,-0.4567434456313001,-5.169423814370531
1.545,753.2626010440853,-5.624939117103149,-0.45290406336192757,-5.172035053741221
1.55,753.2603461595056,-5.6237356505354335,-0.4490468012173777,-5.174688849318056
1.555,753.2581106056192,-5.622556907809481,-0.4451718114757407,-5.17738509633374
1.56,753.2558944706819,-5.621402935460032,-0.44127924711496097,-5.180123688345071
1.565,753.253697842183,-5.620273779043935,-0.4373692618067998,-5.1829045172371355
1.57,753.2515208068415,-5.619169483138346,-0.43344200991076676,-5.185727473227579
1.575,753.2493634506031,-5.618090091338971,-0.42949764646802735,-5.1885924448709435
1.58,753.2472258586366,-5.6170356462583495,-0.4255363271952808,-5.191499319063069
1.585,753.2451081153303,-5.61600618952416,-0.42155820847861447,-5.1944479810455455
1.59,753.2430103042892,-5.615001761777592,-0.41756344736732764,-5.197438314410264
1.595,753.2409325083312,-5.614022402671726,-0.41355220156773403,-5.200470201103991
1.6,753.2388748094841,-5.613068150869979,-0.40952462943693313,-5.203543521433046
1.605,753.2368372889823,-5.612139044044575,-0.40548088997656195,-5.2066581540680135
1.61,753.2348200272638,-5.611235118875056,-0.40142114282651364,-5.209813976048543
1.615,753.2328231039664,-5.610356411046839,-0.39734554825863977,-5.213010862788199
1.62,753.2308465979255,-5.609502955249799,-0.39325426717041867,-5.21624868807938
1.625,753.2288905871699,-5.608674785176907,-0.38914746107860676,-5.2195273240983004
1.6300000000000001,753.2269551489195,-5.607871933522896,-0.3850252921128609,-5.222846641410035
1.635,753.2250403595823,-5.607094431982972,-0.3808879230093375,-5.226206508973634
1.6400000000000001,753.2231462947508,-5.60634231125156,-0.37673551710426845,-5.2296067941472915
1.645,753.2212730291994,-5.605615601021096,-0.3725682383275131,-5.233047362693583
1.6500000000000001,753.2194206368815,-5.604914329980856,-0.3683862511960857,-5.236528078784771
1.655,753.2175891909263,-5.604238525815812,-0.3641897208076614,-5.240048805008151
1.6600000000000001,753.2157787636361,-5.603588215205556,-0.3599788128340581,-5.243609402371498
1.665,753.2139894264836,-5.602963423823235,-0.35575369351469593,-5.247209730308539
1.67,753.2122212501085,-5.602364176334539,-0.3515145296500354,-5.250849646684503
1.675,753.2104743043158,-5.601790496396732,-0.34726148859498984,-5.254529007801742
1.68,753.2087486580714,-5.601242406657712,-0.34299473825232246,-5.25824766840539
1.685,753.2070443795013,-5.600719928755122,-0.3387144470660135,-5.262005481689108
1.69,753.2053615358873,-5.600223083315494,-0.3344207840146144,-5.265802299300879
1.695,753.2037001936651,-5.59975188995343,-0.3301139186045727,-5.269637971348858
1.7,753.2020604184219,-5.59930636727084,-0.32579402086354503,-5.273512346407295
