time_s,V_A,P_A,f_o,f_c,p_o,p_c,z
0,1,760,0.1368,0.05263,40,46,4.4219e-07
0.005,1.017867426431263,759.966945819242,0.1368002353415619,0.05262826967313508,40.67273108896555,43.39191814184784,7.060557847403895e-05
0.01,1.035499742986193,759.9343628277035,0.13680877463945504,0.05262030477706474,41.36399250110694,41.07209990680857,0.0001367215779291027
0.015,1.0529003034631745,759.9022447537078,0.13682521614239218,0.0526064391773063,42.07486378366433,39.00864853910487,0.00019922790652335615
0.02,1.0700724149512015,759.8705853982086,0.13684918295220153,0.0525869827801457,42.8064803389734,37.17318027736894,0.0002585138613010563
0.025,1.0870193384688176,759.8393786351514,0.13688032097925928,0.05256222384777729,43.560035243533314,35.54043800379882,0.0003149256521079733
0.03,1.103744289595206,759.8086184116834,0.13691829710921555,0.052532431041002386,44.33678053007708,34.08794736567387,0.00036877114890649466
0.035,1.1202504390926036,759.7782987482318,0.13696279755513857,0.05249785522608982,45.13802773581866,32.79571070576612,0.00042032410688962375
0.04,1.1365409135201456,759.748413738468,0.1370135263727455,0.05245873107702381,45.96514746951193,31.645934640743906,0.000469827926857297
0.045,1.1526187958392673,759.7189575491669,0.13707020411946694,0.05241527849975651,46.81956768902866,30.6227875884342,0.0005174990019443849
0.05,1.1684871260107685,759.6899244199802,0.13713256664067114,0.05236770390123729,47.70277030852723,29.712183951868774,0.0005635296961701984
0.055,1.184148901583667,759.6613086631273,0.1372003639685541,0.05231620132275767,48.61628566889017,28.901592029508134,0.0006080909952886457
0.06,1.199607078275943,759.6331046630187,0.137273359321054,0.05226095345441693,49.56168430634367,28.179863043411125,0.0006513348659668035
0.065,1.2148645705472991,759.6053068758182,0.13735132818972365,0.05220213254519753,50.540565342433226,27.53707896404262,0.0006933963553574504
0.07,1.2299242521640366,759.5779098289505,0.1374340575068344,0.05213990122117488,51.5545406958948,26.9644170655435,0.0007343954596076305
0.075,1.2447889567561572,759.5509081205607,0.1375213448831287,0.052074413222713486,52.605214188108974,26.454029372295675,0.0007744387867100222
0.08,1.2594614783668054,759.524296418931,0.1376129979086158,0.052005814070070606,53.69415448661469,25.998935360354803,0.0008136210363035867
0.085,1.2739445719941502,759.4980694618586,0.1377088335096372,0.05193424166561228,54.82286072033416,25.592926456388042,0.0008520263165565443
0.09,1.2882409541258115,759.4722220559986,0.1378086773561458,0.05185982683979557,55.99271952553316,25.230481037526456,0.0008897293160438702
0.095,1.302353303265938,759.4467490761735,0.13791236331376108,0.051782693847170214,57.20495227338638,24.906688778294658,0.0009267963465594608
0.1,1.316284260455032,759.4216454646529,0.1380197329356936,0.05170296081788304,58.460551332298806,24.617183316573218,0.0009632862710653092
0.105,1.330036429782629,759.396906230403,0.13813063499011283,0.05162074016949139,59.76020447996482,24.35808232484196,0.0009992513294010505
0.11,1.3436123788929226,759.3725264483076,0.13824492501895827,0.05153613898331742,61.10420707321837,24.125934172250254,0.001034737873005356
0.115,1.3570146394834406,759.3485012583608,0.13836246492460785,0.05144925934906456,62.49236237433906,23.917670453587764,0.0010697870186499381
0.12,1.3702457077968588,759.324825864833,0.13848312258121792,0.0513601986809816,63.92387159843204,23.73056373973201,0.0011044352301022903
0.125,1.383308045106056,759.3014955354084,0.1386067714679809,0.0512690500084667,65.39721682960509,23.562189975939972,0.0011387148356413962
0.13,1.3962040781925003,759.2785056002975,0.13873329032201276,0.05117590224366093,66.91004196376082,23.410395017171226,0.0011726544884826519
0.135,1.4089361998180554,759.2558514513257,0.13886256280910617,0.051080840428276264,68.45903918978603,23.273264845359,0.0012062795763982273
0.14,1.4215067691903034,759.2335285410019,0.13899447721118524,0.05098394596162101,70.03985102043627,23.149099064641117,0.0012396125861131005
0.145,1.43391811242147,759.2115323815731,0.1391289261299418,0.050885296811548894,71.64700014991773,23.036387312844194,0.0012726734274726966
0.15,1.446172522981044,759.1898585440724,0.1392658062068413,0.05078496770981845,73.27386095954478,22.93378826975208,0.0013054797217944719
0.155,1.4582722621421729,759.1685026573716,0.13940501786036263,0.050683030333157596,74.91268664944691,22.8401109763117,0.0013380470583511028
0.16,1.470219559421925,759.1474604072511,0.1395464650419348,0.0505795534711506,76.55470410319703,22.754298210640098,0.0013703892224947156
0.165,1.4820166130155015,759.1267275354998,0.13969005501245066,0.05047460318191729,78.19028423620718,22.675411694697818,0.0014025183985445903
0.17,1.493665590224482,759.1062998390644,0.13983569814137378,0.0503682429364388,79.80918867580566,22.60261893026863,0.0014344453502183655
0.17500000000000002,1.505168627879186,759.086173169258,0.13998330773022746,0.05026053375230284,81.40088473938631,22.535181485083378,0.0014661795810799658
0.18,1.5165278327552318,759.0663434310412,0.14013279986163046,0.05015153431759388,82.95491104109944,22.472444569546667,0.0014977294772063146
0.185,1.5277452819843722,759.0468065823818,0.1402840932740448,0.050041301105638786,84.46126746272502,22.413827761851426,0.001529102434035463
0.19,1.538823023459686,759.0275586336962,0.14043710926117997,0.04992988848131466,85.91079751193624,22.358816755873598,0.0015603049691293794
0.195,1.549763076235207,759.0085956473642,0.14059177159362493,0.04981734879965583,87.29552988093502,22.306956018289664,0.0015913428224181483
0.2,1.5605674309200603,758.9899137373078,0.14074800645912638,0.049703732497495275,88.60894977272453,22.257842255486366,0.0016222210452973519
0.20500000000000002,1.5712380500672019,758.971509068617,0.14090574241704035,0.049589088178882045,89.84617881385553,22.211118600873633,0.0016529440798117706
0.21,1.5817768685567835,758.9533778572024,0.1410649103620835,0.04947346269497838,91.00405349044516,22.166469443872575,0.001683515829011625
0.215,1.59218579397424,758.9355163694565,0.14122544349260097,0.04935690121910346,92.08110384371999,22.1236158295663,0.0017139397194609709
0.22,1.6024667069833385,758.917920921904,0.14138727727910436,0.04923944731754673,93.07744445234988,22.082311364633906,0.0017442187567860434
0.225,1.6126214616938916,758.9005878808265,0.14155034942976233,0.04912114301658242,93.99459716370441,22.04233857768308,0.0017743555749803227
0.23,1.622651886024548,758.8835136618527,0.14171459985051918,0.0490020288661633,94.8352685083942,22.00350568037323,0.0018043524802050846
0.23500000000000001,1.632559782060578,758.8666947295058,0.1418799705986238,0.048882144000587734,95.60310489885991,21.965643686774616,0.0018342114896729223
0.24,1.6423469264067487,758.8501275967076,0.14204640582928202,0.04876152619639053,96.30244599174178,21.928603851297094,0.0018639343661613745
0.245,1.6520150705353507,758.8338088242427,0.14221385173588771,0.04864021192763518,96.93809230393165,21.89225539054065,0.0018935226486346112
0.25,1.6615659411294565,758.8177350201845,0.14238225648484365,0.04851823641875276,97.51509807481254,21.856483456863028,0.0019229776794171892
0.255,1.6710012404214674,758.8019028392915,0.14255157014623257,0.048395633695022464,98.0385957166723,21.821187336821293,0.0019523006282900109
0.26,1.6803226465270147,758.7863089823809,0.1427217446217383,0.04827243663078206,98.51365409304559,21.786278849323352,0.0019814925138552553
0.265,1.6895318137742814,758.7709501956837,0.1428927335711698,0.04814867699544202,98.94516985712154,21.75168092162215,0.0020105542224715263
0.27,1.6986303730288062,758.7558232701916,0.14306449233880944,0.04802438549737681,99.33778899490916,21.71732632342426,0.002039486525030866
0.275,1.7076199320138339,758.7409250409992,0.14323697788062023,0.047899591825765156,99.69585460303989,21.683156541784502,0.00206829009181614
0.28,1.7165020756262706,758.7262523866449,0.14341014869313984,0.047774324690455776,100.02337643499175,21.64912078122123,0.0020969655056529177
0.28500000000000003,1.7252783662483122,758.7118022284583,0.143583964744683,0.04764861185993879,100.32401777933438,21.615175075174566,0.002125513273546649
0.29,1.7339503440547939,758.6975715299133,0.1437583874092921,0.0475224801975032,100.60109560421502,21.581281496625024,0.002153933836972566
0.295,1.7425195273163292,758.6835572959911,0.1439333794037113,0.04739595569566565,100.85759038512768,21.547407456831355,0.002182227580969949
0.3,1.7509874126982958,758.6697565725543,0.1441089047275274,0.04726906350895603,101.09616263285407,21.51352508242232,0.0022103948421747853
