id,server,arrival_s,start_s,finish_s,wait_s
job-0000,0,0.0,0.0,3.0,0.0
job-0001,1,3.5714285714285716,3.5714285714285716,6.571428571428571,0.0
job-0002,2,7.142857142857143,7.142857142857143,10.142857142857142,0.0
job-0003,3,10.714285714285715,10.714285714285715,53.714285714285715,0.0
job-0004,0,14.285714285714286,14.285714285714286,17.285714285714285,0.0
job-0005,1,17.857142857142858,17.857142857142858,60.85714285714286,0.0
job-0006,2,21.42857142857143,21.42857142857143,24.42857142857143,0.0
job-0007,0,25.0,25.0,28.0,0.0
job-0008,2,28.571428571428573,28.571428571428573,71.57142857142857,0.0
job-0009,0,32.142857142857146,32.142857142857146,35.142857142857146,0.0
job-0010,0,35.714285714285715,35.714285714285715,78.71428571428572,0.0
job-0011,3,39.285714285714285,53.714285714285715,96.71428571428572,14.42857142857143
job-0012,1,42.85714285714286,60.85714285714286,103.85714285714286,18.0
job-0013,2,46.42857142857143,71.57142857142857,74.57142857142857,25.14285714285714
job-0014,2,50.0,74.57142857142857,77.57142857142857,24.57142857142857
job-0015,2,53.57142857142858,77.57142857142857,80.57142857142857,23.999999999999993
job-0016,0,57.142857142857146,78.71428571428572,121.71428571428572,21.571428571428577
job-0017,2,60.714285714285715,80.57142857142857,83.57142857142857,19.857142857142854
job-0018,2,64.28571428571429,83.57142857142857,86.57142857142857,19.285714285714278
job-0019,2,67.85714285714286,86.57142857142857,89.57142857142857,18.714285714285708
job-0020,2,71.42857142857143,89.57142857142857,132.57142857142856,18.14285714285714
job-0021,3,75.0,96.71428571428572,139.71428571428572,21.714285714285722
job-0022,1,78.57142857142857,103.85714285714286,146.85714285714286,25.285714285714292
job-0023,0,82.14285714285715,121.71428571428572,164.71428571428572,39.57142857142857
job-0024,2,85.71428571428572,132.57142857142856,135.57142857142856,46.85714285714283
job-0025,2,89.28571428571429,135.57142857142856,138.57142857142856,46.28571428571426
job-0026,2,92.85714285714286,138.57142857142856,141.57142857142856,45.714285714285694
job-0027,3,96.42857142857143,139.71428571428572,182.71428571428572,43.28571428571429
job-0028,2,100.0,141.57142857142856,144.57142857142856,41.571428571428555
job-0029,2,103.57142857142858,144.57142857142856,187.57142857142856,40.99999999999997
job-0030,1,107.14285714285715,146.85714285714286,149.85714285714286,39.71428571428571
job-0031,1,110.71428571428572,149.85714285714286,192.85714285714286,39.14285714285714
job-0032,0,114.28571428571429,164.71428571428572,207.71428571428572,50.42857142857143
job-0033,3,117.85714285714286,182.71428571428572,185.71428571428572,64.85714285714286
job-0034,3,121.42857142857143,185.71428571428572,188.71428571428572,64.28571428571429
job-0035,2,125.00000000000001,187.57142857142856,190.57142857142856,62.57142857142854
job-0036,3,128.57142857142858,188.71428571428572,191.71428571428572,60.14285714285714
job-0037,2,132.14285714285714,190.57142857142856,233.57142857142856,58.428571428571416
job-0038,3,135.71428571428572,191.71428571428572,194.71428571428572,56.0
job-0039,1,139.2857142857143,192.85714285714286,195.85714285714286,53.571428571428555
job-0040,3,142.85714285714286,194.71428571428572,197.71428571428572,51.85714285714286
job-0041,1,146.42857142857144,195.85714285714286,198.85714285714286,49.428571428571416
job-0042,3,150.0,197.71428571428572,240.71428571428572,47.71428571428572
job-0043,1,153.57142857142858,198.85714285714286,201.85714285714286,45.28571428571428
job-0044,1,157.14285714285714,201.85714285714286,244.85714285714286,44.71428571428572
job-0045,0,160.71428571428572,207.71428571428572,210.71428571428572,47.0
job-0046,0,164.2857142857143,210.71428571428572,213.71428571428572,46.428571428571416
job-0047,0,167.85714285714286,213.71428571428572,216.71428571428572,45.85714285714286
job-0048,0,171.42857142857144,216.71428571428572,219.71428571428572,45.28571428571428
job-0049,0,175.0,219.71428571428572,222.71428571428572,44.71428571428572
job-0050,0,178.57142857142858,222.71428571428572,225.71428571428572,44.14285714285714
job-0051,0,182.14285714285717,225.71428571428572,228.71428571428572,43.571428571428555
job-0052,0,185.71428571428572,228.71428571428572,231.71428571428572,43.0
job-0053,0,189.2857142857143,231.71428571428572,234.71428571428572,42.428571428571416
job-0054,2,192.85714285714286,233.57142857142856,236.57142857142856,40.714285714285694
job-0055,0,196.42857142857144,234.71428571428572,277.7142857142857,38.28571428571428
job-0056,2,200.0,236.57142857142856,239.57142857142856,36.571428571428555
job-0057,2,203.57142857142858,239.57142857142856,242.57142857142856,35.99999999999997
job-0058,3,207.14285714285717,240.71428571428572,243.71428571428572,33.571428571428555
job-0059,2,210.71428571428572,242.57142857142856,285.57142857142856,31.857142857142833
job-0060,3,214.2857142857143,243.71428571428572,246.71428571428572,29.428571428571416
job-0061,1,217.85714285714286,244.85714285714286,247.85714285714286,27.0
job-0062,3,221.42857142857144,246.71428571428572,249.71428571428572,25.285714285714278
job-0063,1,225.00000000000003,247.85714285714286,250.85714285714286,22.857142857142833
job-0064,3,228.57142857142858,249.71428571428572,252.71428571428572,21.14285714285714
job-0065,1,232.14285714285717,250.85714285714286,253.85714285714286,18.714285714285694
job-0066,3,235.71428571428572,252.71428571428572,295.7142857142857,17.0
job-0067,1,239.2857142857143,253.85714285714286,256.8571428571429,14.571428571428555
job-0068,1,242.85714285714286,256.8571428571429,299.8571428571429,14.000000000000028
job-0069,0,246.42857142857144,277.7142857142857,280.7142857142857,31.285714285714278
job-0070,0,250.00000000000003,280.7142857142857,283.7142857142857,30.714285714285694
job-0071,0,253.57142857142858,283.7142857142857,326.7142857142857,30.14285714285714
job-0072,2,257.14285714285717,285.57142857142856,288.57142857142856,28.428571428571388
job-0073,2,260.7142857142857,288.57142857142856,331.57142857142856,27.857142857142833
job-0074,3,264.2857142857143,295.7142857142857,298.7142857142857,31.428571428571445
job-0075,3,267.8571428571429,298.7142857142857,301.7142857142857,30.857142857142833
